StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Monthly,11/1/20,11/30/20,Virtual,Virtual,Virtual,Virtual,,100% Remote,100% Remote,100% Remote,,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Monthly,12/1/20,12/31/20,,,,,,,,,,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,1/1/21,1/10/21,,,,,,,,,,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,1/11/21,1/17/21,,,,,,,,,,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,1/18/21,1/24/21,,,,,,,,,0,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,1/25/21,1/31/21,Virtual,Hybrid,Virtual,Virtual,,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,977,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,2/1/21,2/7/21,Virtual,Hybrid,Virtual,Virtual,,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,992,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,2/8/21,2/14/21,Hybrid,Hybrid,Hybrid,Virtual,,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,1544,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,2/15/21,2/21/21,Hybrid,Hybrid,Hybrid,Virtual,,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,1544,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,2/22/21,2/28/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2110,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,3/1/21,3/7/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2110,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,3/8/21,3/14/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2110,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,3/15/21,3/21/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2110,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,3/22/21,3/28/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2110,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,3/29/21,4/4/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2110,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,4/12/21,4/18/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2042,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,4/19/21,4/25/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2042,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,4/26/21,5/2/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2042,,,279.55,
