,Term,SchoolYear,county_fips,TeachingMethod,StudentMaskPolicy,useit,useit_ind
45996,Spring,2021-2022,48041,Full In-Person,Not required,1,0.8
46000,Spring,2021-2022,38001,Full In-Person,Not required,1,0.9166666666666666
46003,Spring,2021-2022,38001,Full In-Person,Not required,1,0.9166666666666666
46009,Spring,2021-2022,39067,Full In-Person,Not required,1,0.8166666666666667
46010,Spring,2021-2022,21221,Full In-Person,Not required,1,1.0
46060,Spring,2021-2022,6085,Full In-Person,Not required,1,0.8018867924528302
46115,Spring,2021-2022,21181,Full In-Person,Not required,1,0.8333333333333334
46123,Spring,2021-2022,13045,Pending,Pending,0,0.8
46125,Spring,2021-2022,21041,Pending,Pending,0,0.8125
46126,Spring,2021-2022,29033,Pending,Pending,0,0.8421052631578947
46127,Spring,2021-2022,39019,Pending,Pending,0,0.8378378378378378
46130,Spring,2021-2022,28015,Pending,Pending,0,0.8181818181818182
46134,Spring,2021-2022,19191,Full In-Person,Not required,1,0.8181818181818182
46138,Spring,2021-2022,17177,Full In-Person,Not required,1,0.8441558441558441
46139,Spring,2021-2022,6049,Full In-Person,Not required,1,0.8289473684210527
46142,Spring,2021-2022,39107,Pending,Pending,0,0.8125
46151,Spring,2021-2022,51550,Full In-Person,Required all students,1,0.9166666666666666
46155,Spring,2021-2022,51550,Pending,Pending,0,0.9166666666666666
46230,Spring,2021-2022,47125,Full In-Person,Not required,1,0.8064516129032258
46237,Spring,2021-2022,29163,Full In-Person,Not required,1,0.810126582278481
46238,Spring,2021-2022,26067,Full In-Person,Not required,1,0.8319327731092437
46310,Spring,2021-2022,48059,Full In-Person,Not required,1,0.8125
46319,Spring,2021-2022,39107,Pending,Pending,0,0.8125
46581,Spring,2021-2022,6103,Full In-Person,Unknown,1,0.8440366972477065
46582,Spring,2021-2022,5021,Full In-Person,Unknown,1,0.825
46611,Spring,2021-2022,48217,Full In-Person,Not required,1,0.8013245033112583
46621,Spring,2021-2022,6079,Pending,Pending,0,0.8909090909090909
46757,Spring,2021-2022,39039,Pending,Pending,0,0.8
46761,Spring,2021-2022,39039,Full In-Person,Not required,1,0.8
46765,Spring,2021-2022,39039,Full In-Person,Not required,1,0.8
46780,Spring,2021-2022,19159,Full In-Person,Not required,1,0.8539325842696629
46781,Spring,2021-2022,8029,Full In-Person,Not required,1,0.9166666666666666
46782,Spring,2021-2022,49027,Full In-Person,Not required,1,0.8653846153846154
46783,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
46786,Spring,2021-2022,19107,Full In-Person,Not required,1,0.8636363636363636
46841,Spring,2021-2022,39123,Full In-Person,Pending,1,0.8448275862068966
46842,Spring,2021-2022,1051,Full In-Person,Pending,1,0.8214285714285714
46883,Spring,2021-2022,1057,Full In-Person,Not required,1,0.85
46886,Spring,2021-2022,28063,Full In-Person,Not required,1,0.85
46887,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
46907,Spring,2021-2022,39107,Full In-Person,Not required,1,0.8125
46911,Spring,2021-2022,21073,Full In-Person,Other,1,0.8780487804878049
46913,Spring,2021-2022,18023,Full In-Person,Other,1,0.8539325842696629
46991,Spring,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
46992,Spring,2021-2022,31125,Full In-Person,Not required,1,0.8409090909090909
46993,Spring,2021-2022,32005,Full In-Person,Not required,1,0.8333333333333334
46995,Spring,2021-2022,8073,Full In-Person,Not required,1,0.9583333333333334
46997,Spring,2021-2022,21209,Full In-Person,Not required,1,0.8235294117647058
46999,Spring,2021-2022,45043,Full In-Person,Not required,1,0.8235294117647058
47004,Spring,2021-2022,6017,Full In-Person,Not required,1,0.8130841121495327
47011,Spring,2021-2022,28029,Full In-Person,Not required,1,0.8253968253968254
47015,Spring,2021-2022,24029,Full In-Person,Not required,1,0.8192771084337349
47017,Spring,2021-2022,21209,Pending,Pending,0,0.8235294117647058
47019,Spring,2021-2022,45043,Pending,Pending,0,0.8235294117647058
47024,Spring,2021-2022,6017,Pending,Pending,0,0.8130841121495327
47031,Spring,2021-2022,28029,Pending,Pending,0,0.8253968253968254
47035,Spring,2021-2022,24029,Pending,Pending,0,0.8192771084337349
47111,Spring,2021-2022,1093,Pending,Pending,0,0.8522727272727273
47112,Spring,2021-2022,48193,Pending,Pending,0,0.8088235294117647
47126,Spring,2021-2022,1093,Pending,Pending,0,0.8522727272727273
47127,Spring,2021-2022,48193,Pending,Pending,0,0.8088235294117647
47141,Spring,2021-2022,1093,Full In-Person,Not required,1,0.8522727272727273
47142,Spring,2021-2022,48193,Full In-Person,Not required,1,0.8088235294117647
47154,Spring,2021-2022,39069,Full In-Person,Not required,1,0.8055555555555556
47172,Spring,2021-2022,20097,Pending,Pending,0,0.8055555555555556
47173,Spring,2021-2022,39125,Pending,Pending,0,0.8125
47175,Spring,2021-2022,48397,Pending,Pending,0,0.8333333333333334
47188,Spring,2021-2022,39039,Full In-Person,Not required,1,0.8
47191,Spring,2021-2022,48217,Full In-Person,Not required,1,0.8013245033112583
47207,Spring,2021-2022,39069,Full In-Person,Unknown,1,0.8055555555555556
47231,Spring,2021-2022,48217,Full In-Person,Pending,1,0.8013245033112583
47447,Spring,2021-2022,47117,Full In-Person,Not required,1,0.9130434782608695
47448,Spring,2021-2022,54025,Full In-Person,Not required,1,0.9166666666666666
47449,Spring,2021-2022,42119,Full In-Person,Not required,1,0.8627450980392157
47452,Spring,2021-2022,42087,Full In-Person,Not required,1,0.8225806451612904
47474,Spring,2021-2022,39069,Full In-Person,Not required,1,0.8055555555555556
47526,Spring,2021-2022,39097,Full In-Person,Not required,1,0.8125
47530,Spring,2021-2022,39097,Full In-Person,Not required,1,0.8125
47543,Spring,2021-2022,47009,Full In-Person,Not required,1,0.8314606741573034
47546,Spring,2021-2022,17025,Full In-Person,Not required,1,0.803030303030303
47556,Spring,2021-2022,19117,Full In-Person,Not required,1,0.875
47599,Spring,2021-2022,5059,Full In-Person,Not required,1,0.8260869565217391
47601,Spring,2021-2022,39019,Full In-Person,Not required,1,0.8378378378378378
47844,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
47884,Spring,2021-2022,35006,Full In-Person,Not required,1,0.8163265306122449
47894,Spring,2021-2022,35006,Pending,Pending,0,0.8163265306122449
47924,Spring,2021-2022,26141,Full In-Person,Not required,1,0.875
47931,Spring,2021-2022,26141,Full In-Person,Not required,1,0.875
47962,Spring,2021-2022,18009,Full In-Person,Not required,1,0.8076923076923077
47963,Spring,2021-2022,22091,Full In-Person,Not required,1,0.8
47976,Spring,2021-2022,18129,Pending,Pending,0,0.8131868131868132
47979,Spring,2021-2022,48159,Pending,Pending,0,0.810126582278481
47981,Spring,2021-2022,13209,Pending,Pending,0,0.810126582278481
47982,Spring,2021-2022,1097,Pending,Pending,0,0.8181818181818182
47992,Spring,2021-2022,18129,Full In-Person,Not required,1,0.8131868131868132
47995,Spring,2021-2022,48159,Full In-Person,Not required,1,0.810126582278481
47997,Spring,2021-2022,13209,Full In-Person,Not required,1,0.810126582278481
47998,Spring,2021-2022,1097,Full In-Person,Not required,1,0.8181818181818182
48005,Spring,2021-2022,39069,Full In-Person,Not required,1,0.8055555555555556
48007,Spring,2021-2022,38047,Full In-Person,Not required,1,0.84375
48020,Spring,2021-2022,28145,Full In-Person,Not required,1,0.8214285714285714
48036,Spring,2021-2022,9011,Full In-Person,Not required,1,0.8055555555555556
48043,Spring,2021-2022,37167,Full In-Person,Not required,1,0.8053097345132744
48128,Spring,2021-2022,37167,Full In-Person,Not required,1,0.8053097345132744
48137,Spring,2021-2022,53029,Full In-Person,Not required,1,0.8151260504201681
48138,Spring,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
48151,Spring,2021-2022,39125,Full In-Person,Required all students,1,0.8125
48211,Spring,2021-2022,39125,Full In-Person,Not required,1,0.8125
48215,Spring,2021-2022,13153,Full In-Person,Not required,1,0.835820895522388
48229,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
48231,Spring,2021-2022,39131,Pending,Pending,0,0.8214285714285714
48232,Spring,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
48236,Spring,2021-2022,22123,Full In-Person,Not required,1,0.9
48243,Spring,2021-2022,39097,Full In-Person,Not required,1,0.8125
48245,Spring,2021-2022,39097,Pending,Pending,0,0.8125
48270,Spring,2021-2022,53023,Full In-Person,Required all students,1,0.875
48271,Spring,2021-2022,19025,Full In-Person,Required all students,1,0.8
48273,Spring,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
48312,Spring,2021-2022,42087,Full In-Person,Not required,1,0.8225806451612904
48318,Spring,2021-2022,37167,Full In-Person,Not required,1,0.8053097345132744
48319,Spring,2021-2022,42067,Full In-Person,Not required,1,0.8
48320,Spring,2021-2022,16063,Full In-Person,Not required,1,0.9130434782608695
48321,Spring,2021-2022,6103,Full In-Person,Not required,1,0.8440366972477065
48335,Spring,2021-2022,28139,Full In-Person,Not required,1,0.8205128205128205
48340,Spring,2021-2022,17009,Full In-Person,Not required,1,0.8076923076923077
48351,Spring,2021-2022,16011,Full In-Person,Required all students,1,0.8203125
48361,Spring,2021-2022,39107,Full In-Person,Not required,1,0.8125
48362,Spring,2021-2022,47009,Full In-Person,Not required,1,0.8314606741573034
48365,Spring,2021-2022,1037,Full In-Person,Not required,1,0.8055555555555556
48366,Spring,2021-2022,16011,Full In-Person,Not required,1,0.8203125
48427,Spring,2021-2022,39019,Full In-Person,Not required,1,0.8378378378378378
48604,Spring,2021-2022,37073,Pending,Pending,0,0.8125
48605,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
48614,Spring,2021-2022,13251,Full In-Person,Not required,1,0.8125
48731,Spring,2021-2022,17051,Full In-Person,Not required,1,0.8
48732,Spring,2021-2022,29007,Full In-Person,Not required,1,0.8333333333333334
48737,Spring,2021-2022,21239,Full In-Person,Not required,1,0.8
48742,Spring,2021-2022,17009,Full In-Person,Not required,1,0.8076923076923077
48806,Spring,2021-2022,39047,Pending,Pending,0,0.8148148148148148
48807,Spring,2021-2022,39047,Full In-Person,Not required,1,0.8148148148148148
48812,Spring,2021-2022,39051,Pending,Pending,0,0.8043478260869565
48815,Spring,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
48816,Spring,2021-2022,47085,Full In-Person,Not required,1,0.8125
48817,Spring,2021-2022,36107,Full In-Person,Not required,1,0.8125
48855,Spring,2021-2022,39097,Full In-Person,Not required,1,0.8125
48866,Spring,2021-2022,42119,Full In-Person,Not required,1,0.8627450980392157
48909,Spring,2021-2022,18171,Full In-Person,Not required,1,0.875
48916,Spring,2021-2022,51840,Full In-Person,Not required,1,0.8181818181818182
48918,Spring,2021-2022,21049,Full In-Person,Not required,1,0.8181818181818182
48919,Spring,2021-2022,47051,Full In-Person,Not required,1,0.8181818181818182
48929,Spring,2021-2022,5043,Full In-Person,Not required,1,0.8269230769230769
48938,Spring,2021-2022,27105,Full In-Person,Not required,1,0.8041237113402062
48955,Spring,2021-2022,17025,Pending,Pending,0,0.803030303030303
48957,Spring,2021-2022,17025,Pending,Pending,0,0.803030303030303
49007,Spring,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49027,Spring,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49070,Spring,2021-2022,40007,Full In-Person,Not required,1,0.875
49071,Spring,2021-2022,54081,Full In-Person,Not required,1,0.8611111111111112
49072,Spring,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
49073,Spring,2021-2022,41057,Full In-Person,Not required,1,0.810126582278481
49074,Spring,2021-2022,5015,Full In-Person,Not required,1,0.8409090909090909
49084,Spring,2021-2022,29081,Full In-Person,Not required,1,0.875
49086,Spring,2021-2022,54009,Full In-Person,Not required,1,0.9
49096,Spring,2021-2022,48353,Full In-Person,Not required,1,0.8
49127,Spring,2021-2022,40037,Full In-Person,Pending,1,0.8055555555555556
49192,Spring,2021-2022,38019,Full In-Person,Not required,1,0.875
49199,Spring,2021-2022,37125,Full In-Person,Not required,1,0.8020833333333334
49243,Spring,2021-2022,19035,Full In-Person,Not required,1,0.8
49244,Spring,2021-2022,37173,Full In-Person,Not required,1,0.8888888888888888
49246,Spring,2021-2022,1033,Full In-Person,Not required,1,0.8409090909090909
49251,Spring,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49252,Spring,2021-2022,40051,Pending,Pending,0,0.8076923076923077
49253,Spring,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49305,Spring,2021-2022,47001,Full In-Person,Not required,1,0.8091603053435115
49318,Spring,2021-2022,53029,Full In-Person,Not required,1,0.8151260504201681
49323,Spring,2021-2022,40029,Pending,Pending,0,0.8571428571428571
49324,Spring,2021-2022,40029,Full In-Person,Not required,1,0.8571428571428571
49334,Spring,2021-2022,13243,Pending,Pending,0,0.8333333333333334
49363,Spring,2021-2022,48217,Pending,Pending,0,0.8013245033112583
49371,Spring,2021-2022,27017,Full In-Person,Not required,1,0.8205128205128205
49376,Spring,2021-2022,48347,Full In-Person,Not required,1,0.8214285714285714
49380,Spring,2021-2022,48347,Pending,Pending,0,0.8214285714285714
49384,Spring,2021-2022,18147,Pending,Pending,0,0.8490566037735849
49400,Spring,2021-2022,17177,Full In-Person,Not required,1,0.8441558441558441
49404,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49406,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49428,Spring,2021-2022,40037,Pending,Pending,0,0.8055555555555556
49429,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49430,Spring,2021-2022,40037,Hybrid/Partial,Not required,1,0.8055555555555556
49473,Spring,2021-2022,41061,Full In-Person,Not required,1,0.8068181818181818
49483,Spring,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
49485,Spring,2021-2022,16049,Full In-Person,Not required,1,0.8541666666666666
49486,Spring,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
49488,Spring,2021-2022,16049,Full In-Person,Not required,1,0.8541666666666666
49493,Spring,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
49542,Spring,2021-2022,40007,Full In-Person,Not required,1,0.875
49575,Spring,2021-2022,40139,Pending,Pending,0,0.9545454545454546
49576,Spring,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49590,Spring,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49591,Spring,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49597,Spring,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49599,Spring,2021-2022,53077,Full In-Person,Not required,1,0.8202247191011236
49631,Spring,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49637,Spring,2021-2022,8073,Full In-Person,Not required,1,0.9583333333333334
49646,Spring,2021-2022,28133,Full In-Person,Not required,1,0.9
49660,Spring,2021-2022,26113,Full In-Person,Not required,1,0.9166666666666666
49668,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49669,Spring,2021-2022,19107,Pending,Pending,0,0.8636363636363636
49673,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49694,Spring,2021-2022,8039,Pending,Pending,0,0.85
49706,Spring,2021-2022,45089,Full In-Person,Not required,1,0.8333333333333334
49762,Spring,2021-2022,40037,Pending,Pending,0,0.8055555555555556
49808,Spring,2021-2022,27147,Full In-Person,Other,1,0.8974358974358975
49826,Spring,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49854,Spring,2021-2022,47177,Hybrid/Partial,Not required,1,1.0
49857,Spring,2021-2022,29073,Hybrid/Partial,Not required,1,0.8
49859,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49861,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49865,Spring,2021-2022,6085,Pending,Pending,0,0.8018867924528302
49892,Spring,2021-2022,48503,Pending,Pending,0,0.8571428571428571
49897,Spring,2021-2022,40051,Pending,Pending,0,0.8076923076923077
49924,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49959,Spring,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49982,Spring,2021-2022,13165,Full In-Person,Not required,1,0.875
49983,Spring,2021-2022,13153,Pending,Pending,0,0.835820895522388
50058,Spring,2021-2022,28139,Full In-Person,Not required,1,0.8205128205128205
50063,Spring,2021-2022,17009,Full In-Person,Not required,1,0.8076923076923077
50069,Spring,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
50090,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
50091,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
50092,Spring,2021-2022,40037,Other,Unknown,0,0.8055555555555556
50094,Spring,2021-2022,17015,Pending,Pending,0,0.8214285714285714
50097,Spring,2021-2022,40009,Pending,Pending,0,0.8333333333333334
50100,Spring,2021-2022,12103,Full In-Person,Not required,1,0.8043478260869565
50101,Spring,2021-2022,48165,Full In-Person,Not required,1,0.8518518518518519
50103,Spring,2021-2022,12103,Full In-Person,Not required,1,0.8043478260869565
