,Term,SchoolYear,county_fips,TeachingMethod,StudentMaskPolicy,useit,useit_ind
36012,Spring,2021-2022,31079,Pending,Pending,0,0.8596491228070176
36025,Spring,2021-2022,41061,Full In-Person,Not required,1,0.8068181818181818
36045,Spring,2021-2022,31073,Full In-Person,Not required,1,0.8285714285714286
36078,Spring,2021-2022,48255,Full In-Person,Not required,1,0.9166666666666666
36080,Spring,2021-2022,16011,Full In-Person,Not required,1,0.8203125
36125,Spring,2021-2022,31125,Full In-Person,Not required,1,0.8409090909090909
36126,Spring,2021-2022,38021,Full In-Person,Not required,1,0.9
36152,Spring,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
36153,Spring,2021-2022,31125,Full In-Person,Not required,1,0.8409090909090909
36154,Spring,2021-2022,32005,Full In-Person,Not required,1,0.8333333333333334
36156,Spring,2021-2022,8073,Full In-Person,Not required,1,0.9583333333333334
36169,Spring,2021-2022,31079,Pending,Pending,0,0.8596491228070176
36170,Spring,2021-2022,31079,Full In-Person,Not required,1,0.8596491228070176
36178,Spring,2021-2022,20003,Full In-Person,Not required,1,0.8125
36216,Spring,2021-2022,31027,Full In-Person,Not required,1,0.8133333333333334
36272,Spring,2021-2022,8003,Full In-Person,Pending,1,0.875
36273,Spring,2021-2022,31037,Pending,Pending,0,0.875
36276,Spring,2021-2022,20001,Full In-Person,Not required,1,0.825
36284,Spring,2021-2022,6025,Full In-Person,Not required,1,0.8617021276595744
36288,Spring,2021-2022,48371,Full In-Person,Not required,1,0.8571428571428571
36306,Spring,2021-2022,51087,Full In-Person,Not required,1,0.8269230769230769
36311,Spring,2021-2022,31027,Full In-Person,Not required,1,0.8133333333333334
36314,Spring,2021-2022,31037,Pending,Pending,0,0.875
36316,Spring,2021-2022,16069,Full In-Person,Pending,1,0.8936170212765957
36319,Spring,2021-2022,6105,Full In-Person,Pending,1,0.8507462686567164
36321,Spring,2021-2022,31133,Full In-Person,Pending,1,0.9354838709677419
36412,Spring,2021-2022,47009,Pending,Pending,0,0.8314606741573034
36415,Spring,2021-2022,17025,Pending,Pending,0,0.803030303030303
36420,Spring,2021-2022,13279,Full In-Person,Not required,1,0.9285714285714286
36424,Spring,2021-2022,26067,Full In-Person,Not required,1,0.8319327731092437
36427,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
36508,Spring,2021-2022,32005,Full In-Person,Not required,1,0.8333333333333334
36609,Spring,2021-2022,31069,Full In-Person,Not required,1,1.0
36610,Spring,2021-2022,31139,Full In-Person,Not required,1,0.875
36641,Spring,2021-2022,29127,Full In-Person,Not required,1,0.8260869565217391
36649,Spring,2021-2022,31133,Full In-Person,Not required,1,0.9354838709677419
36654,Spring,2021-2022,31139,Full In-Person,Not required,1,0.875
36656,Spring,2021-2022,16035,Full In-Person,Not required,1,0.8947368421052632
36661,Spring,2021-2022,31139,Full In-Person,Not required,1,0.875
36683,Spring,2021-2022,31027,Full In-Person,Not required,1,0.8133333333333334
36713,Spring,2021-2022,31037,Full In-Person,Not required,1,0.875
36714,Spring,2021-2022,51125,Full In-Person,Not required,1,1.0
36817,Spring,2021-2022,49027,Full In-Person,Other,1,0.8653846153846154
36879,Spring,2021-2022,48243,Full In-Person,Not required,1,0.9166666666666666
36907,Spring,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
36908,Spring,2021-2022,47085,Full In-Person,Not required,1,0.8125
36909,Spring,2021-2022,36107,Full In-Person,Not required,1,0.8125
36952,Spring,2021-2022,31079,Full In-Person,Not required,1,0.8596491228070176
36954,Spring,2021-2022,31027,Full In-Person,Not required,1,0.8133333333333334
36968,Spring,2021-2022,20141,Pending,Pending,0,0.8
36975,Spring,2021-2022,20141,Full In-Person,Not required,1,0.8
36982,Spring,2021-2022,20141,Pending,Pending,0,0.8
36989,Spring,2021-2022,20141,Full In-Person,Not required,1,0.8
36996,Spring,2021-2022,20141,Pending,Pending,0,0.8
37003,Spring,2021-2022,20141,Pending,Pending,0,0.8
37042,Spring,2021-2022,21223,Pending,Pending,0,0.8026315789473685
37049,Spring,2021-2022,21223,Full In-Person,Not required,1,0.8026315789473685
37775,Spring,2021-2022,48217,Pending,Pending,0,0.8013245033112583
37792,Spring,2021-2022,48217,Pending,Pending,0,0.8013245033112583
37809,Spring,2021-2022,48217,Pending,Pending,0,0.8013245033112583
37826,Spring,2021-2022,48217,Pending,Pending,0,0.8013245033112583
37969,Spring,2021-2022,38019,Pending,Pending,0,0.875
37971,Spring,2021-2022,38019,Full In-Person,Required all students,1,0.875
38187,Spring,2021-2022,19035,Pending,Pending,0,0.8
38190,Spring,2021-2022,19035,Pending,Pending,0,0.8
38233,Spring,2021-2022,54011,Pending,Pending,0,0.8214285714285714
38236,Spring,2021-2022,21223,Pending,Pending,0,0.8026315789473685
38241,Spring,2021-2022,37033,Pending,Pending,0,0.8888888888888888
38242,Spring,2021-2022,38019,Pending,Pending,0,0.875
38249,Spring,2021-2022,54011,Full In-Person,Pending,1,0.8214285714285714
38252,Spring,2021-2022,21223,Full In-Person,Pending,1,0.8026315789473685
38257,Spring,2021-2022,37033,Full In-Person,Pending,1,0.8888888888888888
38258,Spring,2021-2022,38019,Full In-Person,Pending,1,0.875
38307,Spring,2021-2022,9011,Pending,Pending,0,0.8055555555555556
38314,Spring,2021-2022,37167,Pending,Pending,0,0.8053097345132744
38315,Spring,2021-2022,9011,Pending,Pending,0,0.8055555555555556
38322,Spring,2021-2022,37167,Pending,Pending,0,0.8053097345132744
38691,Spring,2021-2022,18171,Pending,Pending,0,0.875
38692,Spring,2021-2022,18171,Full In-Person,Not required,1,0.875
38697,Spring,2021-2022,51840,Pending,Pending,0,0.8181818181818182
38699,Spring,2021-2022,21049,Pending,Pending,0,0.8181818181818182
38700,Spring,2021-2022,47051,Pending,Pending,0,0.8181818181818182
38710,Spring,2021-2022,5043,Pending,Pending,0,0.8269230769230769
38711,Spring,2021-2022,51840,Full In-Person,Not required,1,0.8181818181818182
38713,Spring,2021-2022,21049,Full In-Person,Not required,1,0.8181818181818182
38714,Spring,2021-2022,47051,Full In-Person,Not required,1,0.8181818181818182
38724,Spring,2021-2022,5043,Full In-Person,Not required,1,0.8269230769230769
38734,Spring,2021-2022,37125,Full In-Person,Required all students,1,0.8020833333333334
38736,Spring,2021-2022,16011,Full In-Person,Required all students,1,0.8203125
38764,Spring,2021-2022,48043,Full In-Person,Not required,1,0.8611111111111112
38767,Spring,2021-2022,8105,Full In-Person,Not required,1,0.90625
38769,Spring,2021-2022,4001,Full In-Person,Not required,1,0.8333333333333334
38784,Spring,2021-2022,19009,Full In-Person,Not required,1,0.8
38805,Spring,2021-2022,20157,Full In-Person,Not required,1,0.825
38806,Spring,2021-2022,42087,Full In-Person,Not required,1,0.8225806451612904
38836,Spring,2021-2022,20105,Pending,Pending,0,0.8
38873,Spring,2021-2022,51175,Full In-Person,Not required,1,0.9166666666666666
38945,Spring,2021-2022,29013,Full In-Person,Not required,1,0.8105263157894737
38948,Spring,2021-2022,13269,Full In-Person,Not required,1,0.875
38949,Spring,2021-2022,1023,Full In-Person,Not required,1,0.875
38951,Spring,2021-2022,21191,Full In-Person,Not required,1,0.8409090909090909
39082,Spring,2021-2022,17177,Full In-Person,Pending,1,0.8441558441558441
39083,Spring,2021-2022,6049,Full In-Person,Pending,1,0.8289473684210527
39089,Spring,2021-2022,13213,Full In-Person,Not required,1,1.0
39182,Spring,2021-2022,47001,Pending,Pending,0,0.8091603053435115
39195,Spring,2021-2022,53029,Pending,Pending,0,0.8151260504201681
39293,Spring,2021-2022,8039,Pending,Pending,0,0.85
39295,Spring,2021-2022,54105,Pending,Pending,0,0.8
39309,Spring,2021-2022,31073,Full In-Person,Not required,1,0.8285714285714286
39463,Spring,2021-2022,37151,Full In-Person,Not required,1,0.8035714285714286
39464,Spring,2021-2022,37151,Pending,Pending,0,0.8035714285714286
39474,Spring,2021-2022,54001,Full In-Person,Required for unvaccinated students,1,1.0
39475,Spring,2021-2022,54001,Full In-Person,Not required,1,1.0
39517,Spring,2021-2022,5003,Full In-Person,Required all students,1,0.8125
39520,Spring,2021-2022,17013,Full In-Person,Required all students,1,0.8333333333333334
39523,Spring,2021-2022,5003,Full In-Person,Not required,1,0.8125
39526,Spring,2021-2022,17013,Full In-Person,Not required,1,0.8333333333333334
39529,Spring,2021-2022,5003,Full In-Person,Not required,1,0.8125
39532,Spring,2021-2022,17013,Full In-Person,Not required,1,0.8333333333333334
39535,Spring,2021-2022,1093,Full In-Person,Required all students,1,0.8522727272727273
39536,Spring,2021-2022,48193,Full In-Person,Required all students,1,0.8088235294117647
39550,Spring,2021-2022,1093,Pending,Pending,0,0.8522727272727273
39551,Spring,2021-2022,48193,Pending,Pending,0,0.8088235294117647
39621,Spring,2021-2022,42087,Full In-Person,Not required,1,0.8225806451612904
39658,Spring,2021-2022,26093,Full In-Person,Not required,1,0.8085106382978723
39752,Spring,2021-2022,12087,Full In-Person,Not required,1,0.8387096774193549
39798,Spring,2021-2022,47135,Full In-Person,Required all students,1,0.8214285714285714
39910,Spring,2021-2022,27147,Full In-Person,Required all students,1,0.8974358974358975
39958,Spring,2021-2022,42037,Full In-Person,Not required,1,0.8070175438596491
39960,Spring,2021-2022,6089,Full In-Person,Not required,1,0.8145695364238411
39965,Spring,2021-2022,42037,Full In-Person,Not required,1,0.8070175438596491
39967,Spring,2021-2022,6089,Full In-Person,Not required,1,0.8145695364238411
39980,Spring,2021-2022,48337,Pending,Pending,0,0.8214285714285714
39991,Spring,2021-2022,47063,Full In-Person,Required all students,1,0.9473684210526315
39997,Spring,2021-2022,46031,Full In-Person,Required all students,1,0.8888888888888888
39998,Spring,2021-2022,47063,Full In-Person,Not required,1,0.9473684210526315
40004,Spring,2021-2022,46031,Full In-Person,Not required,1,0.8888888888888888
40316,Spring,2021-2022,37167,Full In-Person,Not required,1,0.8053097345132744
40327,Spring,2021-2022,6039,Full In-Person,Required all students,1,0.8235294117647058
40366,Spring,2021-2022,12091,Full In-Person,Not required,1,0.8
40397,Spring,2021-2022,29127,Full In-Person,Not required,1,0.8260869565217391
40412,Spring,2021-2022,29013,Pending,Pending,0,0.8105263157894737
40414,Spring,2021-2022,29013,Full In-Person,Not required,1,0.8105263157894737
40426,Spring,2021-2022,1023,Full In-Person,Not required,1,0.875
40549,Spring,2021-2022,17051,Full In-Person,Not required,1,0.8
40552,Spring,2021-2022,31027,Full In-Person,Not required,1,0.8133333333333334
40564,Spring,2021-2022,53005,Full In-Person,Not required,1,0.825
40567,Spring,2021-2022,13259,Full In-Person,Not required,1,0.9166666666666666
40570,Spring,2021-2022,19107,Full In-Person,Not required,1,0.8636363636363636
40571,Spring,2021-2022,18147,Full In-Person,Not required,1,0.8490566037735849
40575,Spring,2021-2022,31037,Full In-Person,Not required,1,0.875
40587,Spring,2021-2022,13063,Full In-Person,Required all students,1,0.8235294117647058
40605,Spring,2021-2022,16011,Full In-Person,Not required,1,0.8203125
40620,Spring,2021-2022,37075,Full In-Person,Required all students,1,0.875
40626,Spring,2021-2022,49013,Full In-Person,Not required,1,0.8571428571428571
40630,Spring,2021-2022,53039,Full In-Person,Not required,1,0.8484848484848485
40847,Spring,2021-2022,19079,Full In-Person,Not required,1,0.8947368421052632
40849,Spring,2021-2022,19079,Full In-Person,Required all students,1,0.8947368421052632
40851,Spring,2021-2022,19079,Pending,Pending,0,0.8947368421052632
40856,Spring,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
40859,Spring,2021-2022,48421,Full In-Person,Not required,1,0.8125
40863,Spring,2021-2022,19079,Full In-Person,Not required,1,0.8947368421052632
40872,Spring,2021-2022,5089,Full In-Person,Required all students,1,0.8214285714285714
40985,Spring,2021-2022,41061,Full In-Person,Not required,1,0.8068181818181818
40988,Spring,2021-2022,54063,Full In-Person,Not required,1,0.84375
40989,Spring,2021-2022,22093,Full In-Person,Not required,1,0.8055555555555556
40993,Spring,2021-2022,1063,Full In-Person,Not required,1,0.8611111111111112
41007,Spring,2021-2022,48487,Full In-Person,Pending,1,0.8888888888888888
41010,Spring,2021-2022,12133,Full In-Person,Pending,1,0.8571428571428571
41013,Spring,2021-2022,4001,Full In-Person,Pending,1,0.8333333333333334
41206,Spring,2021-2022,56031,Other,Not required,0,0.8125
41211,Spring,2021-2022,47009,Full In-Person,Not required,1,0.8314606741573034
41216,Spring,2021-2022,21081,Full In-Person,Required all students,1,0.8409090909090909
41223,Spring,2021-2022,13039,Pending,Pending,0,0.8125
41227,Spring,2021-2022,13039,Full In-Person,Not required,1,0.8125
41308,Spring,2021-2022,35061,Full In-Person,Not required,1,0.8421052631578947
41323,Spring,2021-2022,48451,Hybrid/Partial,Not required,1,0.8333333333333334
41356,Spring,2021-2022,20157,Full In-Person,Required all students,1,0.825
41419,Spring,2021-2022,35006,Full In-Person,Not required,1,0.8163265306122449
41423,Spring,2021-2022,49017,Full In-Person,Not required,1,0.85
41453,Spring,2021-2022,35061,Full In-Person,Not required,1,0.8421052631578947
41454,Spring,2021-2022,35061,Full In-Person,Not required,1,0.8421052631578947
41455,Spring,2021-2022,6079,Full In-Person,Not required,1,0.8909090909090909
41469,Spring,2021-2022,39125,Pending,Pending,0,0.8125
41471,Spring,2021-2022,27065,Other,Not required,0,0.9166666666666666
41472,Spring,2021-2022,72071,Other,Not required,0,0.875
41473,Spring,2021-2022,35033,Other,Not required,0,0.9166666666666666
41481,Spring,2021-2022,48389,Full In-Person,Not required,1,0.8333333333333334
41509,Spring,2021-2022,48167,Full In-Person,Pending,1,0.8481012658227848
41511,Spring,2021-2022,48167,Pending,Pending,0,0.8481012658227848
41513,Spring,2021-2022,48167,Pending,Pending,0,0.8481012658227848
41515,Spring,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41517,Spring,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41519,Spring,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41521,Spring,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41523,Spring,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41525,Spring,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41532,Spring,2021-2022,37093,Full In-Person,Not required,1,1.0
41537,Spring,2021-2022,37093,Full In-Person,Not required,1,1.0
41565,Spring,2021-2022,35033,Full In-Person,Required all students,1,0.9166666666666666
41613,Spring,2021-2022,32027,Pending,Pending,0,0.8
41615,Spring,2021-2022,32005,Full In-Person,Not required,1,0.8333333333333334
41618,Spring,2021-2022,48177,Full In-Person,Required all students,1,0.8888888888888888
41808,Spring,2021-2022,26009,Unknown,Required all students,0,0.8761904761904762
41833,Spring,2021-2022,36057,Full In-Person,Not required,1,0.875
41835,Spring,2021-2022,29013,Full In-Person,Not required,1,0.8105263157894737
41854,Spring,2021-2022,41007,Full In-Person,Not required,1,0.8095238095238095
41902,Spring,2021-2022,8037,Full In-Person,Not required,1,0.8125
41938,Spring,2021-2022,23023,Full In-Person,Not required,1,0.8333333333333334
41940,Spring,2021-2022,26037,Full In-Person,Not required,1,0.84375
41941,Spring,2021-2022,54065,Full In-Person,Not required,1,0.8
41958,Spring,2021-2022,21223,Pending,Pending,0,0.8026315789473685
41981,Spring,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
41999,Spring,2021-2022,36113,Full In-Person,Not required,1,0.9
42021,Spring,2021-2022,27105,Full In-Person,Not required,1,0.8041237113402062
42815,Spring,2021-2022,36033,Full In-Person,Not required,1,0.875
43121,Spring,2021-2022,13131,Full In-Person,Not required,1,1.0
43122,Spring,2021-2022,17003,Full In-Person,Not required,1,0.9583333333333334
43123,Spring,2021-2022,31079,Full In-Person,Not required,1,0.8596491228070176
43162,Spring,2021-2022,6085,Full In-Person,Not required,1,0.8018867924528302
43191,Spring,2021-2022,28079,Full In-Person,Required all students,1,0.8269230769230769
43194,Spring,2021-2022,37125,Full In-Person,Required all students,1,0.8020833333333334
43202,Spring,2021-2022,36009,Full In-Person,Not required,1,0.8571428571428571
43203,Spring,2021-2022,55103,Pending,Pending,0,0.8928571428571429
43224,Spring,2021-2022,5037,Full In-Person,Not required,1,0.875
43242,Spring,2021-2022,24029,Full In-Person,Not required,1,0.8192771084337349
43243,Spring,2021-2022,36113,Full In-Person,Not required,1,0.9
43279,Spring,2021-2022,47001,Full In-Person,Not required,1,0.8091603053435115
43292,Spring,2021-2022,53029,Full In-Person,Not required,1,0.8151260504201681
43300,Spring,2021-2022,48059,Full In-Person,Not required,1,0.8125
43321,Spring,2021-2022,36049,Full In-Person,Not required,1,0.8947368421052632
43326,Spring,2021-2022,21081,Full In-Person,Not required,1,0.8409090909090909
43346,Spring,2021-2022,20157,Full In-Person,Not required,1,0.825
43378,Spring,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
43407,Spring,2021-2022,27105,Full In-Person,Not required,1,0.8041237113402062
43429,Spring,2021-2022,48095,Pending,Pending,0,0.8125
43436,Spring,2021-2022,46091,Pending,Pending,0,0.8125
43485,Spring,2021-2022,49027,Full In-Person,Not required,1,0.8653846153846154
43489,Spring,2021-2022,29003,Full In-Person,Not required,1,0.875
43495,Spring,2021-2022,39069,Pending,Pending,0,0.8055555555555556
43500,Spring,2021-2022,36057,Full In-Person,Not required,1,0.875
43512,Spring,2021-2022,36057,Full In-Person,Not required,1,0.875
43513,Spring,2021-2022,21073,Full In-Person,Not required,1,0.8780487804878049
43515,Spring,2021-2022,18023,Full In-Person,Not required,1,0.8539325842696629
43551,Spring,2021-2022,37151,Full In-Person,Not required,1,0.8035714285714286
43558,Spring,2021-2022,5117,Full In-Person,Not required,1,0.8214285714285714
43559,Spring,2021-2022,19115,Full In-Person,Not required,1,0.8269230769230769
43561,Spring,2021-2022,38047,Full In-Person,Not required,1,0.84375
43563,Spring,2021-2022,17177,Pending,Pending,0,0.8441558441558441
43569,Spring,2021-2022,39067,Pending,Pending,0,0.8166666666666667
43572,Spring,2021-2022,36109,Pending,Pending,0,0.8421052631578947
43578,Spring,2021-2022,5059,Pending,Pending,0,0.8260869565217391
43580,Spring,2021-2022,29027,Full In-Person,Required all students,1,0.8611111111111112
43584,Spring,2021-2022,21075,Full In-Person,Required all students,1,0.8125
43601,Spring,2021-2022,20055,Pending,Pending,0,0.8125
43618,Spring,2021-2022,48347,Full In-Person,Not required,1,0.8214285714285714
43645,Spring,2021-2022,21157,Full In-Person,Not required,1,0.8088235294117647
43649,Spring,2021-2022,36113,Full In-Person,Not required,1,0.9
43650,Spring,2021-2022,36113,Full In-Person,Required all students,1,0.9
43661,Spring,2021-2022,36009,Full In-Person,Not required,1,0.8571428571428571
43663,Spring,2021-2022,31079,Full In-Person,Required all students,1,0.8596491228070176
43702,Spring,2021-2022,5003,Full In-Person,Required all students,1,0.8125
43705,Spring,2021-2022,17013,Full In-Person,Required all students,1,0.8333333333333334
43708,Spring,2021-2022,5003,Full In-Person,Not required,1,0.8125
43711,Spring,2021-2022,17013,Full In-Person,Not required,1,0.8333333333333334
43714,Spring,2021-2022,1093,Full In-Person,Not required,1,0.8522727272727273
43715,Spring,2021-2022,48193,Full In-Person,Not required,1,0.8088235294117647
43739,Spring,2021-2022,29127,Full In-Person,Not required,1,0.8260869565217391
43759,Spring,2021-2022,36049,Other,Not required,0,0.8947368421052632
43761,Spring,2021-2022,39067,Other,Not required,0,0.8166666666666667
43792,Spring,2021-2022,39039,Full In-Person,Not required,1,0.8
43804,Spring,2021-2022,36087,Full In-Person,Not required,1,0.8076923076923077
43851,Spring,2021-2022,36115,Full In-Person,Not required,1,1.0
43868,Spring,2021-2022,36109,Full In-Person,Required all students,1,0.8421052631578947
43872,Spring,2021-2022,36109,Full In-Person,Not required,1,0.8421052631578947
43954,Spring,2021-2022,21173,Full In-Person,Pending,1,0.95
43955,Spring,2021-2022,39047,Full In-Person,Pending,1,0.8148148148148148
43962,Spring,2021-2022,47179,Pending,Pending,0,0.8333333333333334
44008,Spring,2021-2022,36031,Full In-Person,Not required,1,1.0
44030,Spring,2021-2022,42119,Full In-Person,Required all students,1,0.8627450980392157
44053,Spring,2021-2022,37151,Hybrid/Partial,Not required,1,0.8035714285714286
44055,Spring,2021-2022,21045,Hybrid/Partial,Not required,1,0.8214285714285714
44056,Spring,2021-2022,18161,Hybrid/Partial,Not required,1,0.8214285714285714
44104,Spring,2021-2022,13279,Full In-Person,Not required,1,0.9285714285714286
44108,Spring,2021-2022,26067,Full In-Person,Not required,1,0.8319327731092437
44111,Spring,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
44141,Spring,2021-2022,48217,Full In-Person,Not required,1,0.8013245033112583
44149,Spring,2021-2022,12087,Full In-Person,Not required,1,0.8387096774193549
44150,Spring,2021-2022,48043,Full In-Person,Not required,1,0.8611111111111112
44151,Spring,2021-2022,19021,Full In-Person,Not required,1,0.8125
44199,Spring,2021-2022,29007,Full In-Person,Not required,1,0.8333333333333334
44201,Spring,2021-2022,42067,Full In-Person,Not required,1,0.8
44238,Spring,2021-2022,1051,Full In-Person,Not required,1,0.8214285714285714
44248,Spring,2021-2022,54011,Full In-Person,Not required,1,0.8214285714285714
44251,Spring,2021-2022,21223,Full In-Person,Not required,1,0.8026315789473685
44256,Spring,2021-2022,37033,Full In-Person,Not required,1,0.8888888888888888
44257,Spring,2021-2022,38019,Full In-Person,Not required,1,0.875
44304,Spring,2021-2022,5043,Remote learning only,Required all students,1,0.8269230769230769
44307,Spring,2021-2022,21231,Remote learning only,Required all students,1,0.8269230769230769
44311,Spring,2021-2022,13159,Remote learning only,Required all students,1,0.8269230769230769
44313,Spring,2021-2022,49037,Remote learning only,Required all students,1,0.8103448275862069
44314,Spring,2021-2022,28077,Remote learning only,Required all students,1,0.8214285714285714
44318,Spring,2021-2022,51087,Full In-Person,Not required,1,0.8269230769230769
44326,Spring,2021-2022,5003,Full In-Person,Not required,1,0.8125
44336,Spring,2021-2022,47063,Full In-Person,Not required,1,0.9473684210526315
44342,Spring,2021-2022,46031,Full In-Person,Not required,1,0.8888888888888888
44357,Spring,2021-2022,18129,Pending,Pending,0,0.8131868131868132
44360,Spring,2021-2022,48159,Pending,Pending,0,0.810126582278481
44362,Spring,2021-2022,13209,Pending,Pending,0,0.810126582278481
44363,Spring,2021-2022,1097,Pending,Pending,0,0.8181818181818182
44373,Spring,2021-2022,18129,Full In-Person,Required all students,1,0.8131868131868132
44376,Spring,2021-2022,48159,Full In-Person,Required all students,1,0.810126582278481
44378,Spring,2021-2022,13209,Full In-Person,Required all students,1,0.810126582278481
44379,Spring,2021-2022,1097,Full In-Person,Required all students,1,0.8181818181818182
44385,Spring,2021-2022,36087,Pending,Pending,0,0.8076923076923077
44394,Spring,2021-2022,42119,Full In-Person,Required all students,1,0.8627450980392157
44396,Spring,2021-2022,36087,Full In-Person,Not required,1,0.8076923076923077
44500,Spring,2021-2022,36113,Full In-Person,Not required,1,0.9
44507,Spring,2021-2022,1125,Full In-Person,Not required,1,0.8611111111111112
44509,Spring,2021-2022,26089,Full In-Person,Not required,1,0.8372093023255814
44518,Spring,2021-2022,9011,Full In-Person,Not required,1,0.8055555555555556
44525,Spring,2021-2022,37167,Pending,Pending,0,0.8053097345132744
44535,Spring,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
44541,Spring,2021-2022,41057,Pending,Pending,0,0.810126582278481
44557,Spring,2021-2022,36009,Full In-Person,Required all students,1,0.8571428571428571
44558,Spring,2021-2022,29131,Full In-Person,Required all students,1,0.84375
44578,Spring,2021-2022,20099,Full In-Person,Not required,1,0.8653846153846154
44581,Spring,2021-2022,26037,Pending,Pending,0,0.84375
44604,Spring,2021-2022,29127,Full In-Person,Not required,1,0.8260869565217391
44627,Spring,2021-2022,36087,Full In-Person,Not required,1,0.8076923076923077
44635,Spring,2021-2022,13153,Full In-Person,Not required,1,0.835820895522388
44665,Spring,2021-2022,31139,Full In-Person,Required all students,1,0.875
44709,Spring,2021-2022,31027,Full In-Person,Required all students,1,0.8133333333333334
44717,Spring,2021-2022,31027,Pending,Pending,0,0.8133333333333334
44736,Spring,2021-2022,28139,Pending,Pending,0,0.8205128205128205
44741,Spring,2021-2022,17009,Pending,Pending,0,0.8076923076923077
45012,Spring,2021-2022,49013,Hybrid/Partial,Required all students,1,0.8571428571428571
45016,Spring,2021-2022,53039,Hybrid/Partial,Required all students,1,0.8484848484848485
45019,Spring,2021-2022,49013,Full In-Person,Not required,1,0.8571428571428571
45023,Spring,2021-2022,53039,Full In-Person,Not required,1,0.8484848484848485
45026,Spring,2021-2022,48353,Full In-Person,Not required,1,0.8
45063,Spring,2021-2022,36009,Full In-Person,Not required,1,0.8571428571428571
45088,Spring,2021-2022,36033,Full In-Person,Not required,1,0.875
45103,Spring,2021-2022,36031,Full In-Person,Not required,1,1.0
45106,Spring,2021-2022,39067,Full In-Person,Not required,1,0.8166666666666667
45142,Spring,2021-2022,28077,Full In-Person,Not required,1,0.8214285714285714
45160,Spring,2021-2022,19025,Full In-Person,Not required,1,0.8
45161,Spring,2021-2022,36009,Full In-Person,Pending,1,0.8571428571428571
45168,Spring,2021-2022,36041,Full In-Person,Pending,1,1.0
45182,Spring,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
45208,Spring,2021-2022,42037,Full In-Person,Not required,1,0.8070175438596491
45362,Spring,2021-2022,36109,Full In-Person,Required all students,1,0.8421052631578947
45418,Spring,2021-2022,16081,Full In-Person,Not required,1,0.8125
45428,Spring,2021-2022,18017,Full In-Person,Pending,1,0.9032258064516129
45466,Spring,2021-2022,12023,Full In-Person,Not required,1,0.8392857142857143
45480,Spring,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
45481,Spring,2021-2022,47085,Full In-Person,Not required,1,0.8125
45482,Spring,2021-2022,36107,Full In-Person,Not required,1,0.8125
45503,Spring,2021-2022,37099,Full In-Person,Not required,1,0.8235294117647058
45505,Spring,2021-2022,19107,Full In-Person,Not required,1,0.8636363636363636
45521,Spring,2021-2022,36009,Full In-Person,Pending,1,0.8571428571428571
45537,Spring,2021-2022,41007,Full In-Person,Not required,1,0.8095238095238095
45564,Spring,2021-2022,19117,Full In-Person,Not required,1,0.875
45647,Spring,2021-2022,37137,Full In-Person,Required all students,1,0.8064516129032258
45650,Spring,2021-2022,37137,Full In-Person,Not required,1,0.8064516129032258
45670,Spring,2021-2022,39125,Full In-Person,Not required,1,0.8125
45687,Spring,2021-2022,39051,Pending,Pending,0,0.8043478260869565
45688,Spring,2021-2022,39051,Pending,Pending,0,0.8043478260869565
45804,Spring,2021-2022,8037,Pending,Pending,0,0.8125
45822,Spring,2021-2022,13171,Full In-Person,Not required,1,0.9166666666666666
45843,Spring,2021-2022,40007,Full In-Person,Not required,1,0.875
45844,Spring,2021-2022,54081,Full In-Person,Not required,1,0.8611111111111112
45845,Spring,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
45846,Spring,2021-2022,41057,Full In-Person,Not required,1,0.810126582278481
45847,Spring,2021-2022,5015,Full In-Person,Not required,1,0.8409090909090909
45857,Spring,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
45861,Spring,2021-2022,26009,Full In-Person,Not required,1,0.8761904761904762
45879,Spring,2021-2022,13109,Pending,Pending,0,0.8333333333333334
45918,Spring,2021-2022,20105,Full In-Person,Not required,1,0.8
45941,Spring,2021-2022,29163,Pending,Pending,0,0.810126582278481
45942,Spring,2021-2022,12049,Pending,Pending,0,0.8214285714285714
45944,Spring,2021-2022,51033,Pending,Pending,0,0.8333333333333334
45947,Spring,2021-2022,29163,Full In-Person,Not required,1,0.810126582278481
45948,Spring,2021-2022,12049,Full In-Person,Not required,1,0.8214285714285714
45950,Spring,2021-2022,51033,Full In-Person,Not required,1,0.8333333333333334
