,Term,DistrictID,SchoolYear,county_fips,Enrollment,TeachingMethod,StudentMaskPolicy,avg_enr,useit,useit_ind
3878,Fall,889294,2020-2021,48185,1112.0,Hybrid,Required for middle/high school students only,2917.7818181818184,1,0.8363636363636363
3882,Fall,889296,2020-2021,6089,540.0,Unknown,Required for all students,1841.2649006622516,0,0.8145695364238411
3888,Fall,889296,2020-2021,48185,540.0,Unknown,Required for all students,2917.7818181818184,0,0.8363636363636363
3895,Fall,889499,2020-2021,17033,66.0,On Premises,Unknown,7142.3859649122805,1,0.8070175438596491
3924,Fall,889871,2020-2021,6079,11777.0,Online Only,Not required,2507.7636363636366,1,0.8909090909090909
3927,Fall,889872,2020-2021,6079,4944.0,Hybrid,Required for all students,2507.7636363636366,1,0.8909090909090909
4044,Fall,889360,2020-2021,23019,111.0,Online Only,Unknown,1447.5277777777778,1,0.8055555555555556
4051,Fall,890070,2020-2021,48475,6194.0,Hybrid,Not required,2879.0,1,0.9166666666666666
4054,Fall,889447,2020-2021,48391,460.0,Online Only,Unknown,438.0,1,0.8125
4060,Fall,889297,2020-2021,6089,370.0,Online Only,Required for high school students only,1841.2649006622516,1,0.8145695364238411
4078,Fall,889651,2020-2021,5133,5852.0,Online Only,Pending,3079.0833333333335,1,0.8333333333333334
4095,Fall,889300,2020-2021,6089,11.0,On Premises,Required for all students,1841.2649006622516,1,0.8145695364238411
4103,Fall,889841,2020-2021,48355,2080.0,Hybrid,Required for all students,4083.7936507936506,1,0.8571428571428571
4106,Fall,889842,2020-2021,48355,78.0,Hybrid,Unknown,4083.7936507936506,1,0.8571428571428571
4121,Fall,889873,2020-2021,54081,74.0,Hybrid,Unknown,2656.722222222222,1,0.8611111111111112
4122,Fall,889873,2020-2021,5073,74.0,Hybrid,Unknown,11927.57142857143,1,0.8214285714285714
4124,Fall,889873,2020-2021,40051,74.0,Hybrid,Unknown,925.9807692307693,1,0.8076923076923077
4127,Fall,890080,2020-2021,6025,3664.0,Online Only,Required for all students,2034.6304347826087,1,0.8617021276595744
4128,Fall,890079,2020-2021,6025,1868.0,Online Only,Unknown,2034.6304347826087,1,0.8617021276595744
4129,Fall,890081,2020-2021,6025,142.0,Hybrid,Not required,2034.6304347826087,1,0.8617021276595744
4130,Fall,890082,2020-2021,6025,79.0,On Premises,Unknown,2034.6304347826087,1,0.8617021276595744
4185,Fall,889269,2020-2021,6089,1202.0,Hybrid,Required for high school students only,1841.2649006622516,1,0.8145695364238411
4186,Fall,889452,2020-2021,6105,85.0,On Premises,Required for middle/high school students only,1436.3432835820895,1,0.8507462686567164
4205,Fall,890083,2020-2021,6025,11139.0,Online Only,Required for all students,2034.6304347826087,1,0.8617021276595744
4208,Fall,890084,2020-2021,6025,1205.0,Online Only,Unknown,2034.6304347826087,1,0.8617021276595744
4212,Fall,889875,2020-2021,6079,567.0,Online Only,Unknown,2507.7636363636366,1,0.8909090909090909
4215,Fall,889364,2020-2021,6017,490.0,Hybrid,Required for middle/high school students only,2577.9423076923076,1,0.8130841121495327
4216,Fall,889645,2020-2021,6085,7071.0,Online Only,Required for middle/high school students only,5668.215311004785,1,0.8018867924528302
4224,Fall,889702,2020-2021,48381,72.0,Online Only,Unknown,3488.5,1,1.0
4231,Fall,890142,2020-2021,48451,12386.0,Hybrid,Required for all students,6308.208333333333,1,0.8333333333333334
4240,Fall,889877,2020-2021,6079,196.0,Hybrid,Required for all students,2507.7636363636366,1,0.8909090909090909
4246,Fall,889221,2020-2021,17177,118.0,Hybrid,Required for all students,1703.0133333333333,1,0.8441558441558441
4247,Fall,889221,2020-2021,6049,118.0,Hybrid,Required for all students,1753.5135135135135,1,0.8289473684210527
4253,Fall,890111,2020-2021,5037,10731.0,Online Only,Not required,3867.1875,1,0.875
4262,Fall,889810,2020-2021,6039,396.0,Hybrid,Required for all students,4125.441176470588,1,0.8235294117647058
4263,Fall,889808,2020-2021,6039,2111.0,Online Only,Unknown,4125.441176470588,1,0.8235294117647058
4264,Fall,889809,2020-2021,6039,1055.0,Online Only,Required for high school students only,4125.441176470588,1,0.8235294117647058
4287,Fall,889503,2020-2021,51023,1422.0,Online Only,Unknown,1780.888888888889,1,0.8333333333333334
4289,Fall,889503,2020-2021,28001,1422.0,Online Only,Unknown,3559.7916666666665,1,0.875
4290,Fall,889503,2020-2021,41057,1422.0,Online Only,Unknown,2784.746835443038,1,0.810126582278481
4313,Fall,889365,2020-2021,18023,387.0,Online Only,Unknown,2023.8295454545455,1,0.8539325842696629
4363,Fall,889272,2020-2021,6103,2130.0,On Premises,Required for all students,1828.648148148148,1,0.8440366972477065
4364,Fall,889272,2020-2021,5021,2130.0,On Premises,Required for all students,702.975,1,0.825
4370,Fall,889271,2020-2021,6103,950.0,On Premises,Required for all students,1828.648148148148,1,0.8440366972477065
4371,Fall,889271,2020-2021,5021,950.0,On Premises,Required for all students,702.975,1,0.825
4377,Fall,889273,2020-2021,6103,103.0,Hybrid,Required for all students,1828.648148148148,1,0.8440366972477065
4378,Fall,889273,2020-2021,5021,103.0,Hybrid,Required for all students,702.975,1,0.825
4384,Fall,889274,2020-2021,6103,267.0,Hybrid,Required for middle/high school students only,1828.648148148148,1,0.8440366972477065
4385,Fall,889274,2020-2021,5021,267.0,Hybrid,Required for middle/high school students only,702.975,1,0.825
4398,Fall,889275,2020-2021,6089,1184.0,On Premises,Required for all students,1841.2649006622516,1,0.8145695364238411
4401,Fall,889275,2020-2021,16049,1184.0,On Premises,Required for all students,1089.5208333333333,1,0.8541666666666666
4402,Fall,889275,2020-2021,48257,1184.0,On Premises,Required for all students,2646.9166666666665,1,0.8194444444444444
4405,Fall,889276,2020-2021,6089,1290.0,On Premises,Required for all students,1841.2649006622516,1,0.8145695364238411
4408,Fall,889276,2020-2021,16049,1290.0,On Premises,Required for all students,1089.5208333333333,1,0.8541666666666666
4409,Fall,889276,2020-2021,48257,1290.0,On Premises,Required for all students,2646.9166666666665,1,0.8194444444444444
4452,Fall,889413,2020-2021,17177,8444.0,Online Only,Pending,1703.0133333333333,1,0.8441558441558441
4481,Fall,889278,2020-2021,6105,176.0,On Premises,Required for middle/high school students only,1436.3432835820895,1,0.8507462686567164
4509,Fall,890087,2020-2021,6025,4000.0,Online Only,Required for all students,2034.6304347826087,1,0.8617021276595744
4510,Fall,890086,2020-2021,6025,5459.0,Online Only,Not required,2034.6304347826087,1,0.8617021276595744
4511,Fall,107841559,2020-2021,6025,2034.6304347826087,Other,Unknown,2034.6304347826087,0,0.8617021276595744
4512,Fall,890088,2020-2021,6025,1385.0,Online Only,Unknown,2034.6304347826087,1,0.8617021276595744
4513,Fall,890090,2020-2021,6025,480.0,Online Only,Required for all students,2034.6304347826087,1,0.8617021276595744
4514,Fall,889381,2020-2021,6017,5430.0,Hybrid,Required for middle/high school students only,2577.9423076923076,1,0.8130841121495327
4515,Fall,108167782,2020-2021,6017,2577.9423076923076,Online Only,Required for all students,2577.9423076923076,1,0.8130841121495327
4523,Fall,889339,2020-2021,6021,106.0,Unknown,Unknown,712.6333333333333,0,0.9
4666,Fall,889997,2020-2021,49027,3823.0,Pending,Pending,1462.1153846153845,0,0.8653846153846154
4670,Fall,889997,2020-2021,29003,3823.0,Pending,Pending,6322.0625,0,0.875
4673,Fall,889816,2020-2021,12023,349.0,Hybrid,Required for all students,2735.089285714286,1,0.8392857142857143
4674,Fall,889816,2020-2021,37093,349.0,Hybrid,Required for all students,3161.375,1,1.0
4676,Fall,889284,2020-2021,6103,35.0,On Premises,Required for all students,1828.648148148148,1,0.8440366972477065
4698,Fall,889817,2020-2021,26037,2521.0,Online Only,Required for all students,1395.34375,1,0.84375
4699,Fall,889817,2020-2021,8089,2521.0,Online Only,Required for all students,833.25,1,0.825
4700,Fall,889817,2020-2021,20119,2521.0,Online Only,Required for all students,880.1875,1,0.8125
4741,Fall,889258,2020-2021,6089,25.0,On Premises,Required for all students,1841.2649006622516,1,0.8145695364238411
4771,Fall,890022,2020-2021,31125,14065.0,Hybrid,Required for high school students only,3193.5,1,0.8409090909090909
4772,Fall,890022,2020-2021,38021,14065.0,Hybrid,Required for high school students only,5721.25,1,0.9
4775,Fall,890023,2020-2021,31125,14063.0,Hybrid,Required for all students,3193.5,1,0.8409090909090909
4776,Fall,890023,2020-2021,38021,14063.0,Hybrid,Required for all students,5721.25,1,0.9
4791,Fall,889423,2020-2021,21209,1264.0,Hybrid,Required for all students,3292.4117647058824,1,0.8235294117647058
4793,Fall,889423,2020-2021,45043,1264.0,Hybrid,Required for all students,3292.4117647058824,1,0.8235294117647058
4798,Fall,889423,2020-2021,6017,1264.0,Hybrid,Required for all students,2577.9423076923076,1,0.8130841121495327
4805,Fall,889423,2020-2021,28029,1264.0,Hybrid,Required for all students,3138.7936507936506,1,0.8253968253968254
4809,Fall,889423,2020-2021,24029,1264.0,Hybrid,Required for all students,2708.397590361446,1,0.8192771084337349
4810,Fall,889260,2020-2021,6103,378.0,Online Only,Unknown,1828.648148148148,1,0.8440366972477065
4812,Fall,889620,2020-2021,6085,11452.0,Online Only,Required for all students,5668.215311004785,1,0.8018867924528302
4828,Fall,889775,2020-2021,22005,2279.0,Hybrid,Required for all students,9419.5,1,1.0
4830,Fall,889775,2020-2021,48177,2279.0,Hybrid,Required for all students,1499.5,1,0.8888888888888888
4836,Fall,889343,2020-2021,32027,186.0,Hybrid,Unknown,1206.3666666666666,1,0.8
4839,Fall,889349,2020-2021,32027,169.0,Hybrid,Required for all students,1206.3666666666666,1,0.8
4842,Fall,889342,2020-2021,32027,1832.0,Online Only,Required for all students,1206.3666666666666,1,0.8
4845,Fall,889341,2020-2021,32027,3329.0,Online Only,Required for all students,1206.3666666666666,1,0.8
4848,Fall,889317,2020-2021,32027,1109.0,Hybrid,Required for all students,1206.3666666666666,1,0.8
4851,Fall,889344,2020-2021,32027,625.0,On Premises,Required for all students,1206.3666666666666,1,0.8
4864,Fall,889261,2020-2021,28043,240.0,On Premises,Required for all students,1584.0,1,0.875
4873,Fall,889561,2020-2021,16011,294.0,Online Only,Pending,4054.968253968254,1,0.8203125
4881,Fall,889319,2020-2021,6021,723.0,Hybrid,Required for all students,712.6333333333333,1,0.9
4894,Fall,889263,2020-2021,6105,261.0,Hybrid,Required for all students,1436.3432835820895,1,0.8507462686567164
4907,Fall,890091,2020-2021,6025,1247.0,Online Only,Pending,2034.6304347826087,1,0.8617021276595744
4916,Fall,889563,2020-2021,21075,1043.0,Online Only,Unknown,1703.625,1,0.8125
4922,Fall,108181735,2020-2021,42087,350.0,Online Only,Pending,1488.3629032258063,1,0.8225806451612904
4957,Fall,890092,2020-2021,6025,1699.0,Pending,Pending,2034.6304347826087,0,0.8617021276595744
4958,Fall,890092,2020-2021,1051,1699.0,Pending,Pending,3026.214285714286,0,0.8214285714285714
4971,Fall,890093,2020-2021,6025,4070.0,Online Only,Required for all students,2034.6304347826087,1,0.8617021276595744
4975,Fall,890093,2020-2021,48371,4070.0,Online Only,Required for all students,2074.8214285714284,1,0.8571428571428571
5062,Fall,889266,2020-2021,6105,70.0,On Premises,Required for all students,1436.3432835820895,1,0.8507462686567164
5127,Fall,107829787,2020-2021,48183,2971.304347826087,Unknown,Required for all students,2971.304347826087,0,0.8333333333333334
5129,Fall,889480,2020-2021,48183,1542.0,Hybrid,Required for all students,2971.304347826087,1,0.8333333333333334
5130,Fall,890123,2020-2021,12019,5330.0,Online Only,Pending,12450.9375,1,0.9375
5132,Fall,890123,2020-2021,51087,5330.0,Online Only,Pending,2139.846153846154,1,0.8269230769230769
5136,Fall,890123,2020-2021,39123,5330.0,Online Only,Pending,2162.051724137931,1,0.8448275862068966
5137,Fall,890123,2020-2021,19021,5330.0,Online Only,Pending,1243.8958333333333,1,0.8125
5196,Fall,890136,2020-2021,12049,3854.0,Online Only,Pending,3414.1071428571427,1,0.8214285714285714
5203,Fall,889268,2020-2021,16069,66.0,Hybrid,Required for all students,1432.1489361702127,1,0.8936170212765957
5206,Fall,889268,2020-2021,6105,66.0,Hybrid,Required for all students,1436.3432835820895,1,0.8507462686567164
5208,Fall,889268,2020-2021,31133,66.0,Hybrid,Required for all students,2054.2903225806454,1,0.9354838709677419
5227,Fall,889577,2020-2021,47135,2440.0,Online Only,Required for middle/high school students only,2147.785714285714,1,0.8214285714285714
5248,Fall,2443204,2020-2021,21149,10093.175,Hybrid,Pending,10093.175,1,0.8
5251,Fall,889683,2020-2021,21149,14118.0,Online Only,Unknown,10093.175,1,0.8
5254,Fall,107829830,2020-2021,21149,1500.0,Online Only,Unknown,10093.175,1,0.8
5296,Fall,889733,2020-2021,6085,4562.0,Online Only,Required for all students,5668.215311004785,1,0.8018867924528302
5313,Fall,889630,2020-2021,6085,70.0,Hybrid,Required for all students,5668.215311004785,1,0.8018867924528302
5314,Fall,889629,2020-2021,6085,501.0,Online Only,Unknown,5668.215311004785,1,0.8018867924528302
5315,Fall,889627,2020-2021,6085,3052.0,Online Only,Required for all students,5668.215311004785,1,0.8018867924528302
5316,Fall,889628,2020-2021,6085,3400.0,Pending,Pending,5668.215311004785,0,0.8018867924528302
5317,Fall,889242,2020-2021,6103,353.0,Hybrid,Required for all students,1828.648148148148,1,0.8440366972477065
5318,Fall,889241,2020-2021,6103,560.0,Hybrid,Required for all students,1828.648148148148,1,0.8440366972477065
5329,Fall,889450,2020-2021,6105,89.0,Hybrid,Required for all students,1436.3432835820895,1,0.8507462686567164
5330,Fall,9464467,2020-2021,6039,2031.0,Online Only,Pending,4125.441176470588,1,0.8235294117647058
5331,Fall,889796,2020-2021,6039,22297.0,Online Only,Pending,4125.441176470588,1,0.8235294117647058
5356,Fall,889197,2020-2021,6003,151.0,Online Only,Required for all students,3118.875,1,1.0
5420,Fall,889245,2020-2021,42037,263.0,Hybrid,Required for middle/high school students only,2296.059523809524,1,0.8070175438596491
5422,Fall,889245,2020-2021,6089,263.0,Hybrid,Required for middle/high school students only,1841.2649006622516,1,0.8145695364238411
5425,Fall,889631,2020-2021,6085,13737.0,Online Only,Pending,5668.215311004785,1,0.8018867924528302
5453,Fall,889252,2020-2021,48337,185.0,Hybrid,Unknown,376.17857142857144,1,0.8214285714285714
5456,Fall,889250,2020-2021,48337,16.0,Online Only,Required for all students,376.17857142857144,1,0.8214285714285714
5459,Fall,889249,2020-2021,48337,60.0,Hybrid,Required for all students,376.17857142857144,1,0.8214285714285714
5462,Fall,889251,2020-2021,48337,11.0,On Premises,Required for all students,376.17857142857144,1,0.8214285714285714
5465,Fall,889247,2020-2021,48337,172.0,Hybrid,Unknown,376.17857142857144,1,0.8214285714285714
5468,Fall,889248,2020-2021,48337,26.0,Hybrid,Unknown,376.17857142857144,1,0.8214285714285714
5471,Fall,890217,2020-2021,36087,29287.0,Online Only,Pending,5797.144736842105,1,0.8076923076923077
5478,Fall,889253,2020-2021,6089,78.0,Online Only,Required for all students,1841.2649006622516,1,0.8145695364238411
5482,Fall,889632,2020-2021,6085,9427.0,Hybrid,Unknown,5668.215311004785,1,0.8018867924528302
5487,Fall,889738,2020-2021,6085,7573.0,Pending,Pending,5668.215311004785,0,0.8018867924528302
5496,Fall,889739,2020-2021,6085,5253.0,Online Only,Required for all students,5668.215311004785,1,0.8018867924528302
5528,Fall,889395,2020-2021,48503,461.0,Hybrid,Required for all students,1250.4,1,0.8571428571428571
5532,Fall,889527,2020-2021,17041,3316.0,Online Only,Not required,1172.95,1,0.825
5560,Fall,889800,2020-2021,6039,896.0,Online Only,Not required,4125.441176470588,1,0.8235294117647058
5564,Fall,889801,2020-2021,6039,2105.0,Online Only,Required for all students,4125.441176470588,1,0.8235294117647058
5626,Fall,890124,2020-2021,41057,19457.0,Online Only,Unknown,2784.746835443038,1,0.810126582278481
5629,Fall,108058834,2020-2021,41057,317.0,Online Only,Required for all students,2784.746835443038,1,0.810126582278481
5632,Fall,71895544,2020-2021,41057,2935.0,Pending,Pending,2784.746835443038,0,0.810126582278481
5663,Fall,889330,2020-2021,6021,200.0,On Premises,Required for all students,712.6333333333333,1,0.9
5665,Fall,889329,2020-2021,6021,182.0,Online Only,Required for all students,712.6333333333333,1,0.9
5667,Fall,889328,2020-2021,6021,2258.0,Online Only,Required for all students,712.6333333333333,1,0.9
5669,Fall,889331,2020-2021,6021,211.0,Online Only,Pending,712.6333333333333,1,0.9
5700,Fall,889722,2020-2021,6085,12170.0,Hybrid,Required for all students,5668.215311004785,1,0.8018867924528302
5702,Fall,889226,2020-2021,6089,350.0,Hybrid,Required for all students,1841.2649006622516,1,0.8145695364238411
5703,Fall,889227,2020-2021,6089,262.0,On Premises,Required for middle/high school students only,1841.2649006622516,1,0.8145695364238411
5762,Fall,107829952,2020-2021,6017,2577.9423076923076,Hybrid,Required for all students,2577.9423076923076,1,0.8130841121495327
5763,Fall,107829952,2020-2021,16015,1317.4736842105262,Hybrid,Required for all students,1317.4736842105262,1,0.9
5764,Fall,889414,2020-2021,6017,6847.0,Hybrid,Required for all students,2577.9423076923076,1,0.8130841121495327
5765,Fall,889414,2020-2021,16015,6847.0,Hybrid,Required for all students,1317.4736842105262,1,0.9
5766,Fall,889403,2020-2021,6017,473.0,Online Only,Pending,2577.9423076923076,1,0.8130841121495327
5767,Fall,889403,2020-2021,16015,473.0,Online Only,Pending,1317.4736842105262,1,0.9
5768,Fall,889404,2020-2021,6017,687.0,On Premises,Unknown,2577.9423076923076,1,0.8130841121495327
