,Charter,DistrictType,NCESDistrictID,TimePeriodStart,TimePeriodEnd,ActiveCasesCombined,StateName,StateAbbrev,DistrictName,EnrollmentTotal,StudentMaskPolicy
272,No,Regular local school district,502960,06/15/20,12/23/20,37,Arkansas,AR,Benton School District,5422.0,Not required
273,No,Regular local school district,502960,06/15/20,12/28/20,20,Arkansas,AR,Benton School District,5422.0,Not required
274,No,Regular local school district,502960,06/15/20,12/31/20,21,Arkansas,AR,Benton School District,5422.0,Not required
275,No,Regular local school district,502960,06/15/20,01/04/21,23,Arkansas,AR,Benton School District,5422.0,Not required
276,No,Regular local school district,502960,06/15/20,01/07/21,36,Arkansas,AR,Benton School District,5422.0,Not required
277,No,Regular local school district,502960,06/15/20,01/11/21,39,Arkansas,AR,Benton School District,5422.0,Not required
278,No,Regular local school district,502960,06/15/20,01/14/21,32,Arkansas,AR,Benton School District,5422.0,Not required
279,No,Regular local school district,502960,06/15/20,01/18/21,25,Arkansas,AR,Benton School District,5422.0,Not required
280,No,Regular local school district,502960,06/15/20,01/21/21,30,Arkansas,AR,Benton School District,5422.0,Not required
281,No,Regular local school district,502960,06/15/20,01/25/21,31,Arkansas,AR,Benton School District,5422.0,Not required
282,No,Regular local school district,502960,06/15/20,01/28/21,32,Arkansas,AR,Benton School District,5422.0,Not required
283,No,Regular local school district,502960,06/15/20,02/01/21,27,Arkansas,AR,Benton School District,5422.0,Not required
284,No,Regular local school district,502960,06/15/20,02/04/21,34,Arkansas,AR,Benton School District,5422.0,Not required
285,No,Regular local school district,502960,06/15/20,02/08/21,29,Arkansas,AR,Benton School District,5422.0,Not required
286,No,Regular local school district,502960,06/15/20,02/11/21,30,Arkansas,AR,Benton School District,5422.0,Not required
287,No,Regular local school district,502960,06/15/20,02/15/21,21,Arkansas,AR,Benton School District,5422.0,Not required
288,No,Regular local school district,502960,06/15/20,02/18/21,14,Arkansas,AR,Benton School District,5422.0,Not required
289,No,Regular local school district,502960,06/15/20,03/04/21,7,Arkansas,AR,Benton School District,5422.0,Not required
290,No,Regular local school district,502960,06/15/20,03/08/21,6,Arkansas,AR,Benton School District,5422.0,Not required
291,No,Regular local school district,502960,06/15/20,03/25/21,5,Arkansas,AR,Benton School District,5422.0,Not required
292,No,Regular local school district,502960,06/15/20,05/06/21,6,Arkansas,AR,Benton School District,5422.0,Not required
293,No,Regular local school district,502960,06/15/20,05/10/21,6,Arkansas,AR,Benton School District,5422.0,Not required
294,No,Regular local school district,502960,06/15/20,05/17/21,10,Arkansas,AR,Benton School District,5422.0,Not required
295,No,Regular local school district,502960,06/15/20,05/20/21,13,Arkansas,AR,Benton School District,5422.0,Not required
296,No,Regular local school district,502960,06/15/20,05/27/21,11,Arkansas,AR,Benton School District,5422.0,Not required
297,No,Regular local school district,503060,06/15/20,10/19/20,10,Arkansas,AR,Bentonville School District,17970.0,Required full school year
298,No,Regular local school district,503060,06/15/20,10/22/20,14,Arkansas,AR,Bentonville School District,17970.0,Required full school year
299,No,Regular local school district,503060,06/15/20,10/26/20,19,Arkansas,AR,Bentonville School District,17970.0,Required full school year
300,No,Regular local school district,503060,06/15/20,11/02/20,22,Arkansas,AR,Bentonville School District,17970.0,Required full school year
301,No,Regular local school district,503060,06/15/20,11/05/20,25,Arkansas,AR,Bentonville School District,17970.0,Required full school year
302,No,Regular local school district,503060,06/15/20,11/09/20,29,Arkansas,AR,Bentonville School District,17970.0,Required full school year
303,No,Regular local school district,503060,06/15/20,11/16/20,64,Arkansas,AR,Bentonville School District,17970.0,Required full school year
304,No,Regular local school district,503060,06/15/20,11/19/20,103,Arkansas,AR,Bentonville School District,17970.0,Required full school year
305,No,Regular local school district,503060,06/15/20,11/23/20,61,Arkansas,AR,Bentonville School District,17970.0,Required full school year
306,No,Regular local school district,503060,06/15/20,11/25/20,69,Arkansas,AR,Bentonville School District,17970.0,Required full school year
307,No,Regular local school district,503060,06/15/20,11/30/20,52,Arkansas,AR,Bentonville School District,17970.0,Required full school year
308,No,Regular local school district,503060,06/15/20,12/02/20,66,Arkansas,AR,Bentonville School District,17970.0,Required full school year
309,No,Regular local school district,503060,06/15/20,12/07/20,77,Arkansas,AR,Bentonville School District,17970.0,Required full school year
310,No,Regular local school district,503060,06/15/20,12/10/20,81,Arkansas,AR,Bentonville School District,17970.0,Required full school year
311,No,Regular local school district,503060,06/15/20,12/14/20,67,Arkansas,AR,Bentonville School District,17970.0,Required full school year
312,No,Regular local school district,503060,06/15/20,12/17/20,62,Arkansas,AR,Bentonville School District,17970.0,Required full school year
313,No,Regular local school district,503060,06/15/20,12/21/20,60,Arkansas,AR,Bentonville School District,17970.0,Required full school year
314,No,Regular local school district,503060,06/15/20,12/23/20,70,Arkansas,AR,Bentonville School District,17970.0,Required full school year
315,No,Regular local school district,503060,06/15/20,12/28/20,86,Arkansas,AR,Bentonville School District,17970.0,Required full school year
316,No,Regular local school district,503060,06/15/20,12/31/20,78,Arkansas,AR,Bentonville School District,17970.0,Required full school year
317,No,Regular local school district,503060,06/15/20,01/04/21,65,Arkansas,AR,Bentonville School District,17970.0,Required full school year
318,No,Regular local school district,503060,06/15/20,01/07/21,121,Arkansas,AR,Bentonville School District,17970.0,Required full school year
319,No,Regular local school district,503060,06/15/20,01/11/21,129,Arkansas,AR,Bentonville School District,17970.0,Required full school year
320,No,Regular local school district,503060,06/15/20,01/14/21,163,Arkansas,AR,Bentonville School District,17970.0,Required full school year
321,No,Regular local school district,503060,06/15/20,01/18/21,140,Arkansas,AR,Bentonville School District,17970.0,Required full school year
322,No,Regular local school district,503060,06/15/20,01/21/21,129,Arkansas,AR,Bentonville School District,17970.0,Required full school year
323,No,Regular local school district,503060,06/15/20,01/25/21,91,Arkansas,AR,Bentonville School District,17970.0,Required full school year
324,No,Regular local school district,503060,06/15/20,01/28/21,113,Arkansas,AR,Bentonville School District,17970.0,Required full school year
325,No,Regular local school district,503060,06/15/20,02/01/21,111,Arkansas,AR,Bentonville School District,17970.0,Required full school year
326,No,Regular local school district,503060,06/15/20,02/04/21,89,Arkansas,AR,Bentonville School District,17970.0,Required full school year
327,No,Regular local school district,503060,06/15/20,02/08/21,101,Arkansas,AR,Bentonville School District,17970.0,Required full school year
328,No,Regular local school district,503060,06/15/20,02/11/21,86,Arkansas,AR,Bentonville School District,17970.0,Required full school year
329,No,Regular local school district,503060,06/15/20,02/15/21,51,Arkansas,AR,Bentonville School District,17970.0,Required full school year
330,No,Regular local school district,503060,06/15/20,02/18/21,37,Arkansas,AR,Bentonville School District,17970.0,Required full school year
331,No,Regular local school district,503060,06/15/20,02/22/21,28,Arkansas,AR,Bentonville School District,17970.0,Required full school year
332,No,Regular local school district,503060,06/15/20,02/25/21,31,Arkansas,AR,Bentonville School District,17970.0,Required full school year
333,No,Regular local school district,503060,06/15/20,03/01/21,34,Arkansas,AR,Bentonville School District,17970.0,Required full school year
334,No,Regular local school district,503060,06/15/20,03/04/21,37,Arkansas,AR,Bentonville School District,17970.0,Required full school year
335,No,Regular local school district,503060,06/15/20,03/08/21,40,Arkansas,AR,Bentonville School District,17970.0,Required full school year
336,No,Regular local school district,503060,06/15/20,03/11/21,32,Arkansas,AR,Bentonville School District,17970.0,Required full school year
337,No,Regular local school district,503060,06/15/20,03/15/21,20,Arkansas,AR,Bentonville School District,17970.0,Required full school year
338,No,Regular local school district,503060,06/15/20,03/18/21,17,Arkansas,AR,Bentonville School District,17970.0,Required full school year
339,No,Regular local school district,503060,06/15/20,03/22/21,9,Arkansas,AR,Bentonville School District,17970.0,Required full school year
340,No,Regular local school district,503060,06/15/20,03/25/21,9,Arkansas,AR,Bentonville School District,17970.0,Required full school year
341,No,Regular local school district,503060,06/15/20,04/05/21,16,Arkansas,AR,Bentonville School District,17970.0,Required full school year
342,No,Regular local school district,503060,06/15/20,04/08/21,18,Arkansas,AR,Bentonville School District,17970.0,Required full school year
343,No,Regular local school district,503060,06/15/20,04/12/21,16,Arkansas,AR,Bentonville School District,17970.0,Required full school year
344,No,Regular local school district,503060,06/15/20,04/15/21,13,Arkansas,AR,Bentonville School District,17970.0,Required full school year
345,No,Regular local school district,503060,06/15/20,04/19/21,10,Arkansas,AR,Bentonville School District,17970.0,Required full school year
346,No,Regular local school district,503060,06/15/20,04/22/21,9,Arkansas,AR,Bentonville School District,17970.0,Required full school year
347,No,Regular local school district,503060,06/15/20,04/26/21,9,Arkansas,AR,Bentonville School District,17970.0,Required full school year
348,No,Regular local school district,503060,06/15/20,04/29/21,12,Arkansas,AR,Bentonville School District,17970.0,Required full school year
349,No,Regular local school district,503060,06/15/20,05/03/21,20,Arkansas,AR,Bentonville School District,17970.0,Required full school year
350,No,Regular local school district,503060,06/15/20,05/06/21,23,Arkansas,AR,Bentonville School District,17970.0,Required full school year
351,No,Regular local school district,503060,06/15/20,05/10/21,14,Arkansas,AR,Bentonville School District,17970.0,Required full school year
352,No,Regular local school district,503060,06/15/20,05/17/21,17,Arkansas,AR,Bentonville School District,17970.0,Required full school year
353,No,Regular local school district,503060,06/15/20,05/20/21,16,Arkansas,AR,Bentonville School District,17970.0,Required full school year
354,No,Regular local school district,503060,06/15/20,05/27/21,10,Arkansas,AR,Bentonville School District,17970.0,Required full school year
355,No,Regular local school district,503090,06/15/20,11/16/20,5,Arkansas,AR,Bergman School District,1052.0,
356,No,Regular local school district,503090,06/15/20,11/19/20,11,Arkansas,AR,Bergman School District,1052.0,
357,No,Regular local school district,503090,06/15/20,11/23/20,18,Arkansas,AR,Bergman School District,1052.0,
358,No,Regular local school district,503090,06/15/20,11/25/20,24,Arkansas,AR,Bergman School District,1052.0,
359,No,Regular local school district,503090,06/15/20,11/30/20,18,Arkansas,AR,Bergman School District,1052.0,
360,No,Regular local school district,503090,06/15/20,12/02/20,16,Arkansas,AR,Bergman School District,1052.0,
361,No,Regular local school district,503090,06/15/20,12/10/20,6,Arkansas,AR,Bergman School District,1052.0,
362,No,Regular local school district,503090,06/15/20,01/11/21,11,Arkansas,AR,Bergman School District,1052.0,
363,No,Regular local school district,503090,06/15/20,01/14/21,9,Arkansas,AR,Bergman School District,1052.0,
364,No,Regular local school district,503090,06/15/20,01/18/21,8,Arkansas,AR,Bergman School District,1052.0,
365,No,Regular local school district,503090,06/15/20,01/25/21,8,Arkansas,AR,Bergman School District,1052.0,
366,No,Regular local school district,503090,06/15/20,01/28/21,7,Arkansas,AR,Bergman School District,1052.0,
367,No,Regular local school district,503090,06/15/20,02/04/21,7,Arkansas,AR,Bergman School District,1052.0,
368,No,Regular local school district,503090,06/15/20,02/08/21,12,Arkansas,AR,Bergman School District,1052.0,
369,No,Regular local school district,503090,06/15/20,02/11/21,11,Arkansas,AR,Bergman School District,1052.0,
370,No,Regular local school district,503090,06/15/20,02/15/21,5,Arkansas,AR,Bergman School District,1052.0,
371,No,Regular local school district,503150,06/15/20,10/22/20,9,Arkansas,AR,Berryville School District,1832.0,
372,No,Regular local school district,503150,06/15/20,10/26/20,10,Arkansas,AR,Berryville School District,1832.0,
373,No,Regular local school district,503150,06/15/20,10/29/20,9,Arkansas,AR,Berryville School District,1832.0,
374,No,Regular local school district,503150,06/15/20,11/02/20,6,Arkansas,AR,Berryville School District,1832.0,
375,No,Regular local school district,503150,06/15/20,11/05/20,5,Arkansas,AR,Berryville School District,1832.0,
376,No,Regular local school district,503150,06/15/20,11/09/20,7,Arkansas,AR,Berryville School District,1832.0,
377,No,Regular local school district,503150,06/15/20,11/16/20,12,Arkansas,AR,Berryville School District,1832.0,
378,No,Regular local school district,503150,06/15/20,11/19/20,7,Arkansas,AR,Berryville School District,1832.0,
379,No,Regular local school district,503150,06/15/20,11/23/20,6,Arkansas,AR,Berryville School District,1832.0,
380,No,Regular local school district,503150,06/15/20,11/25/20,7,Arkansas,AR,Berryville School District,1832.0,
381,No,Regular local school district,503150,06/15/20,11/30/20,5,Arkansas,AR,Berryville School District,1832.0,
382,No,Regular local school district,503150,06/15/20,12/02/20,5,Arkansas,AR,Berryville School District,1832.0,
383,No,Regular local school district,503150,06/15/20,12/07/20,11,Arkansas,AR,Berryville School District,1832.0,
384,No,Regular local school district,503150,06/15/20,12/10/20,11,Arkansas,AR,Berryville School District,1832.0,
385,No,Regular local school district,503150,06/15/20,12/14/20,11,Arkansas,AR,Berryville School District,1832.0,
386,No,Regular local school district,503150,06/15/20,12/17/20,6,Arkansas,AR,Berryville School District,1832.0,
387,No,Regular local school district,503150,06/15/20,12/21/20,6,Arkansas,AR,Berryville School District,1832.0,
388,No,Regular local school district,503150,06/15/20,12/23/20,7,Arkansas,AR,Berryville School District,1832.0,
389,No,Regular local school district,503150,06/15/20,12/28/20,5,Arkansas,AR,Berryville School District,1832.0,
390,No,Regular local school district,503150,06/15/20,12/31/20,6,Arkansas,AR,Berryville School District,1832.0,
391,No,Regular local school district,503150,06/15/20,01/07/21,12,Arkansas,AR,Berryville School District,1832.0,
